温度历史数据					
时间	温度0	温度1	温度2	温度3	温度4
10:45:09	413.8	422.7	410.5	-270.1	-270.1
10:45:10	413.8	422.7	410.5	-270.1	-270.1
10:45:11	413.8	422.8	410.5	-270.1	-270.1
10:45:12	413.8	422.7	410.5	-270.1	-270.1
10:45:13	413.8	422.8	410.5	-270.1	-270.1
10:45:14	413.8	422.8	410.5	-270.1	-270.1
10:45:15	413.7	422.8	410.5	-270.1	-270.1
10:45:16	413.7	422.7	410.4	-270.1	-270.1
10:45:17	413.7	422.7	410.4	-270.1	-270.1
10:45:18	413.8	422.8	410.5	-270.1	-270.1
10:45:19	413.8	422.8	410.5	-270.1	-270.1
10:45:20	413.7	422.7	410.5	-270.1	-270.1
10:45:21	413.7	422.7	410.5	-270.1	-270.1
10:45:22	413.8	422.8	410.5	-270.1	-270.1
10:45:23	413.8	422.8	410.6	-270.1	-270.1
10:45:24	413.8	422.8	410.6	-270.1	-270.1
10:45:25	413.8	422.8	410.6	-270.1	-270.1
10:45:26	413.7	422.8	410.5	-270.1	-270.1
10:45:27	413.7	422.8	410.5	-270.1	-270.1
10:45:28	413.7	422.8	410.6	-270.1	-270.1
10:45:29	413.7	422.8	410.6	-270.1	-270.1
10:45:30	413.7	422.8	410.6	-270.1	-270.1
10:45:31	413.7	422.8	410.6	-270.1	-270.1
10:45:32	413.7	422.8	410.6	-270.1	-270.1
10:45:33	413.7	422.8	410.6	-270.1	-270.1
10:45:34	413.7	422.8	410.7	-270.1	-270.1
10:45:35	413.8	422.9	410.7	-270.1	-270.1
10:45:36	413.8	422.9	410.7	-270.1	-270.1
10:45:37	413.8	422.9	410.7	-270.1	-270.1
10:45:38	413.8	423	410.8	-270.1	-270.1
10:45:39	413.8	423	410.8	-270.1	-270.1
10:45:40	413.8	422.9	410.7	-270.1	-270.1
10:45:41	413.8	422.9	410.7	-270.1	-270.1
10:45:42	413.8	423	410.8	-270.1	-270.1
10:45:43	413.8	423	410.8	-270.1	-270.1
10:45:44	413.8	423	410.7	-270.1	-270.1
10:45:45	413.8	423	410.8	-270.1	-270.1
10:45:46	413.8	423	410.8	-270.1	-270.1
10:45:47	413.8	423	410.8	-270.1	-270.1
10:45:48	413.8	423	410.8	-270.1	-270.1
10:45:49	413.8	423	410.8	-270.1	-270.1
10:45:50	413.8	423	410.8	-270.1	-270.1
10:45:51	413.8	423	410.8	-270.1	-270.1
10:45:52	413.8	423	410.8	-270.1	-270.1
10:45:53	413.8	423	410.8	-270.1	-270.1
10:45:54	413.8	423	410.8	-270.1	-270.1
10:45:55	413.8	423	410.8	-270.1	-270.1
10:45:56	413.8	423.1	410.8	-270.1	-270.1
10:45:57	413.8	423.1	410.8	-270.1	-270.1
10:45:58	413.8	423	410.8	-270.1	-270.1
10:45:59	413.8	423	410.7	-270.1	-270.1
10:46:00	413.8	423	410.7	-270.1	-270.1
10:46:01	413.7	423	410.7	-270.1	-270.1
10:46:02	413.7	423	410.7	-270.1	-270.1
10:46:03	413.7	423	410.7	-270.1	-270.1
10:46:04	413.8	423.1	410.7	-270.1	-270.1
10:46:05	413.8	423.1	410.8	-270.1	-270.1
10:46:06	413.7	423	410.8	-270.1	-270.1
10:46:07	413.7	423	410.8	-270.1	-270.1
10:46:08	413.7	423	410.8	-270.1	-270.1
10:46:09	413.7	423	410.8	-270.1	-270.1
10:46:10	413.7	423	410.8	-270.1	-270.1
10:46:11	413.7	423	410.8	-270.1	-270.1
10:46:12	413.7	423	410.8	-270.1	-270.1
10:46:13	413.7	423	410.8	-270.1	-270.1
10:46:14	413.8	423	410.8	-270.1	-270.1
10:46:15	413.8	423.1	410.8	-270.1	-270.1
10:46:16	413.7	423.1	410.8	-270.1	-270.1
10:46:17	413.7	423	410.8	-270.1	-270.1
10:46:18	413.7	423	410.8	-270.1	-270.1
10:46:19	413.7	423	410.8	-270.1	-270.1
10:46:20	413.7	423	410.8	-270.1	-270.1
10:46:21	413.7	423	410.8	-270.1	-270.1
10:46:22	413.7	423	410.9	-270.1	-270.1
10:46:23	413.8	423	410.9	-270.1	-270.1
10:46:24	413.8	423.1	410.9	-270.1	-270.1
10:46:25	413.8	423.1	411	-270.1	-270.1
10:46:26	413.8	423	410.9	-270.1	-270.1
10:46:27	413.8	423	410.9	-270.1	-270.1
10:46:28	413.8	423	410.9	-270.1	-270.1
10:46:29	413.8	423	410.9	-270.1	-270.1
10:46:30	413.8	423	410.9	-270.1	-270.1
10:46:31	413.8	423	410.9	-270.1	-270.1
10:46:32	413.9	423.1	411	-270.1	-270.1
10:46:33	413.9	423.1	411	-270.1	-270.1
10:46:34	413.8	423	410.9	-270.1	-270.1
10:46:35	413.8	423	410.9	-270.1	-270.1
10:46:36	413.9	423.1	411	-270.1	-270.1
10:46:37	413.9	423.1	411	-270.1	-270.1
10:46:38	413.8	423	410.9	-270.1	-270.1
10:46:39	413.8	423	410.9	-270.1	-270.1
10:46:40	413.8	423	410.9	-270.1	-270.1
10:46:41	413.8	423	410.9	-270.1	-270.1
10:46:42	413.8	423.1	411	-270.1	-270.1
10:46:43	413.8	423.1	411	-270.1	-270.1
10:46:44	413.8	423	411	-270.1	-270.1
10:46:45	413.7	423	411	-270.1	-270.1
10:46:46	413.8	423.1	411	-270.1	-270.1
10:46:47	413.8	423.1	411	-270.1	-270.1
10:46:48	413.8	423.1	411	-270.1	-270.1
10:46:49	413.8	423.1	411	-270.1	-270.1
10:46:50	413.8	423.1	411	-270.1	-270.1
10:46:51	413.8	423.1	411	-270.1	-270.1
10:46:52	413.7	423	411	-270.1	-270.1
10:46:53	413.7	423	411	-270.1	-270.1
10:46:54	413.8	423.1	411	-270.1	-270.1
10:46:55	413.8	423.1	411	-270.1	-270.1
10:46:56	413.8	423.1	411	-270.1	-270.1
10:46:57	413.8	423.1	411	-270.1	-270.1
10:46:58	413.8	423.1	411	-270.1	-270.1
10:46:59	413.8	423.1	411	-270.1	-270.1
10:47:00	413.8	423.1	411.1	-270.1	-270.1
10:47:01	413.8	423.1	411.1	-270.1	-270.1
10:47:02	413.8	423.1	411.1	-270.1	-270.1
10:47:03	413.8	423.1	411	-270.1	-270.1
