温度历史数据					
时间	温度0	温度1	温度2	温度3	温度4
14:52:12	33.3	32.7	34	-270.1	-270.1
14:52:13	33.2	32.6	33.9	-270.1	-270.1
14:52:14	33.2	32.6	33.9	-270.1	-270.1
14:52:15	33.3	32.7	34	-270.1	-270.1
14:52:16	33.4	32.7	33.9	-270.1	-270.1
14:52:17	33.4	32.7	33.9	-270.1	-270.1
14:52:18	33.4	32.7	33.9	-270.1	-270.1
14:52:19	33.5	32.6	33.9	-270.1	-270.1
14:52:20	33.5	32.6	33.9	-270.1	-270.1
14:52:21	33.6	32.6	33.9	-270.1	-270.1
14:52:22	33.6	32.6	33.9	-270.1	-270.1
14:52:23	33.7	32.6	33.9	-270.1	-270.1
14:52:24	33.7	32.6	33.9	-270.1	-270.1
14:52:25	33.8	32.6	33.9	-270.1	-270.1
14:52:26	33.9	32.6	33.9	-270.1	-270.1
14:52:27	33.9	32.6	33.9	-270.1	-270.1
14:52:28	34	32.6	33.9	-270.1	-270.1
14:52:29	34.1	32.6	33.9	-270.1	-270.1
14:52:30	34.2	32.6	33.9	-270.1	-270.1
14:52:31	34.2	32.6	33.8	-270.1	-270.1
14:52:32	34.3	32.6	33.8	-270.1	-270.1
14:52:33	34.4	32.6	33.8	-270.1	-270.1
14:52:34	34.5	32.6	33.8	-270.1	-270.1
14:52:35	34.7	32.7	33.9	-270.1	-270.1
14:52:36	34.8	32.7	33.9	-270.1	-270.1
14:52:37	34.9	32.7	33.9	-270.1	-270.1
14:52:38	35	32.6	33.9	-270.1	-270.1
14:52:39	35.1	32.6	33.9	-270.1	-270.1
14:52:40	35.2	32.6	33.9	-270.1	-270.1
14:52:41	35.3	32.6	33.8	-270.1	-270.1
14:52:42	35.5	32.6	33.8	-270.1	-270.1
14:52:43	35.6	32.6	33.8	-270.1	-270.1
14:52:44	35.7	32.6	33.8	-270.1	-270.1
14:52:45	35.8	32.6	33.8	-270.1	-270.1
14:52:46	36	32.6	33.8	-270.1	-270.1
14:52:47	36.1	32.6	33.8	-270.1	-270.1
14:52:48	36.3	32.6	33.8	-270.1	-270.1
14:52:49	36.4	32.6	33.8	-270.1	-270.1
14:52:51	36.7	32.7	33.8	-270.1	-270.1
14:52:53	37	32.7	33.8	-270.1	-270.1
14:52:55	37.4	32.7	33.8	-270.1	-270.1
14:52:56	37.5	32.7	33.8	-270.1	-270.1
14:52:57	37.7	32.7	33.8	-270.1	-270.1
14:52:58	37.9	32.7	33.9	-270.1	-270.1
14:52:59	38	32.7	33.9	-270.1	-270.1
14:53:00	38.2	32.7	33.9	-270.1	-270.1
14:53:01	38.4	32.7	33.9	-270.1	-270.1
14:53:02	38.5	32.7	33.9	-270.1	-270.1
14:53:03	38.7	32.7	33.8	-270.1	-270.1
14:53:04	38.9	32.7	33.8	-270.1	-270.1
14:53:05	39	32.7	33.8	-270.1	-270.1
14:53:06	39.2	32.7	33.8	-270.1	-270.1
14:53:07	39.4	32.7	33.8	-270.1	-270.1
14:53:08	39.5	32.7	33.8	-270.1	-270.1
14:53:09	39.7	32.7	33.8	-270.1	-270.1
14:53:10	39.9	32.7	33.8	-270.1	-270.1
14:53:11	40	32.7	33.8	-270.1	-270.1
14:53:12	40.2	32.7	33.8	-270.1	-270.1
