温度历史数据					
时间	温度0	温度1	温度2	温度3	温度4
 9: 1:43	42.4	31.3	31.2	-270.1	-270.1
 9: 1:44	42.5	31.3	31.2	-270.1	-270.1
 9: 1:45	42.7	31.3	31.2	-270.1	-270.1
 9: 1:46	42.9	31.4	31.3	-270.1	-270.1
 9: 1:47	43.1	31.3	31.3	-270.1	-270.1
 9: 1:48	43.2	31.4	31.3	-270.1	-270.1
 9: 1:49	43.4	31.4	31.3	-270.1	-270.1
 9: 1:50	43.5	31.3	31.3	-270.1	-270.1
 9: 1:51	43.7	31.3	31.3	-270.1	-270.1
 9: 1:52	43.8	31.3	31.2	-270.1	-270.1
 9: 1:53	43.9	31.3	31.3	-270.1	-270.1
 9: 1:54	44.1	31.3	31.3	-270.1	-270.1
 9: 1:55	44.3	31.3	31.3	-270.1	-270.1
 9: 1:56	44.5	31.3	31.3	-270.1	-270.1
 9: 1:57	44.7	31.3	31.3	-270.1	-270.1
 9: 1:58	44.8	31.3	31.3	-270.1	-270.1
 9: 1:59	45	31.3	31.4	-270.1	-270.1
 9: 2: 0	45.2	31.3	31.4	-270.1	-270.1
 9: 2: 1	45.3	31.3	31.4	-270.1	-270.1
 9: 2: 2	45.5	31.3	31.4	-270.1	-270.1
 9: 2: 3	45.7	31.3	31.4	-270.1	-270.1
 9: 2: 4	45.9	31.3	31.4	-270.1	-270.1
 9: 2: 5	46	31.3	31.4	-270.1	-270.1
 9: 2: 6	46.2	31.3	31.4	-270.1	-270.1
 9: 2: 7	46.4	31.3	31.4	-270.1	-270.1
 9: 2: 8	46.6	31.3	31.4	-270.1	-270.1
 9: 2: 9	46.8	31.3	31.4	-270.1	-270.1
 9: 2:10	46.9	31.3	31.4	-270.1	-270.1
 9: 2:11	47.1	31.3	31.4	-270.1	-270.1
 9: 2:12	47.3	31.3	31.4	-270.1	-270.1
 9: 2:13	47.5	31.3	31.4	-270.1	-270.1
 9: 2:14	47.7	31.3	31.4	-270.1	-270.1
 9: 2:15	47.9	31.3	31.4	-270.1	-270.1
 9: 2:16	48.1	31.3	31.4	-270.1	-270.1
 9: 2:17	48.3	31.3	31.5	-270.1	-270.1
 9: 2:18	48.5	31.3	31.5	-270.1	-270.1
 9: 2:19	48.7	31.3	31.5	-270.1	-270.1
 9: 2:20	48.9	31.3	31.5	-270.1	-270.1
 9: 2:21	49.1	31.3	31.5	-270.1	-270.1
 9: 2:22	49.3	31.3	31.5	-270.1	-270.1
 9: 2:23	49.5	31.3	31.5	-270.1	-270.1
 9: 2:24	49.7	31.3	31.5	-270.1	-270.1
 9: 2:25	49.9	31.3	31.5	-270.1	-270.1
 9: 2:26	50.1	31.3	31.5	-270.1	-270.1
 9: 2:27	50.3	31.3	31.5	-270.1	-270.1
 9: 2:28	50.5	31.3	31.5	-270.1	-270.1
 9: 2:29	50.8	31.3	31.5	-270.1	-270.1
 9: 2:30	51	31.3	31.5	-270.1	-270.1
 9: 2:31	51.2	31.3	31.6	-270.1	-270.1
 9: 2:32	51.4	31.3	31.6	-270.1	-270.1
 9: 2:33	51.6	31.3	31.6	-270.1	-270.1
 9: 2:34	51.8	31.3	31.6	-270.1	-270.1
 9: 2:35	52	31.3	31.6	-270.1	-270.1
 9: 2:36	52.2	31.3	31.6	-270.1	-270.1
 9: 2:37	52.4	31.3	31.6	-270.1	-270.1
 9: 2:38	52.7	31.3	31.6	-270.1	-270.1
 9: 2:39	52.9	31.3	31.6	-270.1	-270.1
 9: 2:40	53.1	31.3	31.6	-270.1	-270.1
 9: 2:41	53.1	31.3	31.6	-270.1	-270.1
 9: 2:42	53.3	31.3	31.6	-270.1	-270.1
 9: 2:43	53.5	31.3	31.6	-270.1	-270.1
 9: 2:44	53.7	31.3	31.7	-270.1	-270.1
 9: 2:45	53.9	31.3	31.7	-270.1	-270.1
 9: 2:46	54.1	31.3	31.7	-270.1	-270.1
 9: 2:47	54.4	31.3	31.7	-270.1	-270.1
 9: 2:48	54.6	31.3	31.7	-270.1	-270.1
 9: 2:49	54.8	31.3	31.7	-270.1	-270.1
 9: 2:50	55	31.3	31.7	-270.1	-270.1
 9: 2:51	55.2	31.3	31.7	-270.1	-270.1
 9: 2:52	55.4	31.3	31.7	-270.1	-270.1
 9: 2:53	55.6	31.3	31.7	-270.1	-270.1
 9: 2:54	55.8	31.3	31.7	-270.1	-270.1
 9: 2:55	56	31.3	31.7	-270.1	-270.1
 9: 2:56	56.2	31.3	31.7	-270.1	-270.1
 9: 2:57	56.4	31.3	31.7	-270.1	-270.1
 9: 2:58	56.6	31.3	31.7	-270.1	-270.1
 9: 2:59	56.8	31.3	31.8	-270.1	-270.1
 9: 3: 0	57.1	31.3	31.8	-270.1	-270.1
 9: 3: 1	57.3	31.3	31.8	-270.1	-270.1
 9: 3: 2	57.5	31.3	31.8	-270.1	-270.1
 9: 3: 3	57.7	31.3	31.8	-270.1	-270.1
 9: 3: 4	57.9	31.3	31.8	-270.1	-270.1
 9: 3: 5	58.1	31.3	31.8	-270.1	-270.1
 9: 3: 6	58.3	31.3	31.8	-270.1	-270.1
 9: 3: 7	58.5	31.3	31.8	-270.1	-270.1
 9: 3: 8	58.7	31.4	31.9	-270.1	-270.1
 9: 3: 9	58.9	31.4	31.9	-270.1	-270.1
 9: 3:10	59	31.3	31.9	-270.1	-270.1
 9: 3:11	59.2	31.3	31.9	-270.1	-270.1
 9: 3:12	59.5	31.4	31.9	-270.1	-270.1
 9: 3:13	59.7	31.4	31.9	-270.1	-270.1
 9: 3:14	59.8	31.3	31.9	-270.1	-270.1
 9: 3:15	60	31.3	31.9	-270.1	-270.1
 9: 3:16	60.3	31.4	32	-270.1	-270.1
 9: 3:17	60.5	31.4	32	-270.1	-270.1
 9: 3:18	60.6	31.3	31.9	-270.1	-270.1
 9: 3:19	60.8	31.3	31.9	-270.1	-270.1
 9: 3:20	61.1	31.4	32	-270.1	-270.1
 9: 3:21	61.2	31.4	32	-270.1	-270.1
 9: 3:22	61.4	31.3	32	-270.1	-270.1
 9: 3:23	61.6	31.3	32	-270.1	-270.1
 9: 3:24	61.8	31.3	32	-270.1	-270.1
 9: 3:25	62	31.3	32	-270.1	-270.1
 9: 3:26	62.2	31.3	32	-270.1	-270.1
 9: 3:27	62.4	31.3	32	-270.1	-270.1
 9: 3:28	62.6	31.4	32	-270.1	-270.1
 9: 3:29	62.8	31.4	32.1	-270.1	-270.1
 9: 3:30	63	31.4	32.1	-270.1	-270.1
 9: 3:31	63.2	31.4	32.1	-270.1	-270.1
 9: 3:32	63.4	31.3	32.1	-270.1	-270.1
 9: 3:33	63.5	31.3	32.1	-270.1	-270.1
 9: 3:34	63.7	31.3	32.1	-270.1	-270.1
 9: 3:35	63.9	31.3	32.1	-270.1	-270.1
 9: 3:36	64.1	31.3	32.1	-270.1	-270.1
 9: 3:37	64.3	31.3	32.1	-270.1	-270.1
 9: 3:38	64.5	31.3	32.1	-270.1	-270.1
 9: 3:39	64.7	31.3	32.1	-270.1	-270.1
 9: 3:40	64.9	31.3	32.1	-270.1	-270.1
 9: 3:41	65.1	31.4	32.2	-270.1	-270.1
 9: 3:42	65.3	31.3	32.2	-270.1	-270.1
 9: 3:43	65.5	31.3	32.2	-270.1	-270.1
 9: 3:44	65.8	31.4	32.2	-270.1	-270.1
 9: 3:45	66	31.4	32.3	-270.1	-270.1
 9: 3:46	66.2	31.4	32.3	-270.1	-270.1
 9: 3:47	66.4	31.4	32.3	-270.1	-270.1
 9: 3:48	66.4	31.4	32.3	-270.1	-270.1
 9: 3:49	66.6	31.4	32.3	-270.1	-270.1
 9: 3:50	66.8	31.4	32.3	-270.1	-270.1
 9: 3:51	67	31.4	32.3	-270.1	-270.1
 9: 3:52	67.2	31.4	32.3	-270.1	-270.1
 9: 3:53	67.4	31.4	32.4	-270.1	-270.1
 9: 3:54	67.6	31.4	32.4	-270.1	-270.1
 9: 3:55	67.8	31.4	32.4	-270.1	-270.1
 9: 3:56	68	31.4	32.4	-270.1	-270.1
 9: 3:57	68.2	31.5	32.4	-270.1	-270.1
 9: 3:58	68.5	31.4	32.4	-270.1	-270.1
 9: 3:59	68.7	31.4	32.4	-270.1	-270.1
 9: 4: 0	68.9	31.4	32.5	-270.1	-270.1
 9: 4: 1	69.1	31.5	32.5	-270.1	-270.1
 9: 4: 2	69.3	31.5	32.5	-270.1	-270.1
 9: 4: 3	69.5	31.5	32.5	-270.1	-270.1
 9: 4: 4	69.7	31.5	32.5	-270.1	-270.1
 9: 4: 5	69.9	31.5	32.5	-270.1	-270.1
 9: 4: 6	70.1	31.5	32.5	-270.1	-270.1
 9: 4: 7	70.3	31.5	32.5	-270.1	-270.1
 9: 4: 8	70.5	31.5	32.6	-270.1	-270.1
 9: 4: 9	70.8	31.5	32.6	-270.1	-270.1
 9: 4:10	71	31.5	32.6	-270.1	-270.1
 9: 4:11	71.2	31.5	32.6	-270.1	-270.1
 9: 4:12	71.4	31.5	32.6	-270.1	-270.1
 9: 4:13	71.6	31.5	32.6	-270.1	-270.1
 9: 4:14	71.8	31.5	32.6	-270.1	-270.1
 9: 4:15	72	31.5	32.7	-270.1	-270.1
 9: 4:16	72.2	31.5	32.7	-270.1	-270.1
 9: 4:17	72.4	31.5	32.7	-270.1	-270.1
 9: 4:18	72.7	31.5	32.7	-270.1	-270.1
 9: 4:19	72.9	31.5	32.7	-270.1	-270.1
 9: 4:20	73.1	31.6	32.7	-270.1	-270.1
 9: 4:21	73.3	31.6	32.8	-270.1	-270.1
 9: 4:22	73.5	31.6	32.8	-270.1	-270.1
 9: 4:23	73.7	31.6	32.8	-270.1	-270.1
 9: 4:24	73.9	31.6	32.8	-270.1	-270.1
 9: 4:25	74.1	31.6	32.8	-270.1	-270.1
 9: 4:26	74.3	31.6	32.8	-270.1	-270.1
 9: 4:27	74.5	31.6	32.9	-270.1	-270.1
 9: 4:28	74.8	31.6	32.9	-270.1	-270.1
 9: 4:29	75	31.6	32.9	-270.1	-270.1
 9: 4:30	75.2	31.6	32.9	-270.1	-270.1
 9: 4:31	75.4	31.6	32.9	-270.1	-270.1
 9: 4:32	75.6	31.6	32.9	-270.1	-270.1
 9: 4:33	75.8	31.6	32.9	-270.1	-270.1
 9: 4:34	76	31.6	32.9	-270.1	-270.1
 9: 4:35	76.2	31.6	33	-270.1	-270.1
 9: 4:36	76.4	31.6	33	-270.1	-270.1
 9: 4:37	76.6	31.7	33	-270.1	-270.1
 9: 4:38	76.9	31.7	33	-270.1	-270.1
 9: 4:39	77.1	31.7	33	-270.1	-270.1
 9: 4:40	77.3	31.7	33.1	-270.1	-270.1
 9: 4:41	77.5	31.7	33.1	-270.1	-270.1
 9: 4:42	77.7	31.7	33.1	-270.1	-270.1
 9: 4:43	77.9	31.7	33.1	-270.1	-270.1
 9: 4:44	78.1	31.7	33.1	-270.1	-270.1
 9: 4:45	78.3	31.7	33.2	-270.1	-270.1
 9: 4:46	78.5	31.7	33.2	-270.1	-270.1
 9: 4:47	78.8	31.7	33.2	-270.1	-270.1
 9: 4:48	79	31.7	33.2	-270.1	-270.1
 9: 4:49	79.2	31.7	33.2	-270.1	-270.1
 9: 4:50	79.4	31.7	33.2	-270.1	-270.1
 9: 4:51	79.6	31.7	33.3	-270.1	-270.1
 9: 4:52	79.8	31.7	33.3	-270.1	-270.1
 9: 4:53	80	31.7	33.3	-270.1	-270.1
 9: 4:54	80.2	31.8	33.3	-270.1	-270.1
 9: 4:55	80.2	31.8	33.3	-270.1	-270.1
 9: 4:56	80.4	31.8	33.4	-270.1	-270.1
 9: 4:57	80.6	31.8	33.4	-270.1	-270.1
 9: 4:58	80.8	31.8	33.4	-270.1	-270.1
 9: 4:59	81	31.8	33.4	-270.1	-270.1
 9: 5: 0	81.2	31.8	33.4	-270.1	-270.1
 9: 5: 1	81.5	31.8	33.5	-270.1	-270.1
 9: 5: 2	81.7	31.8	33.5	-270.1	-270.1
 9: 5: 3	81.9	31.8	33.5	-270.1	-270.1
 9: 5: 4	82.1	31.8	33.5	-270.1	-270.1
 9: 5: 5	82.3	31.8	33.5	-270.1	-270.1
 9: 5: 6	82.5	31.8	33.6	-270.1	-270.1
 9: 5: 7	82.7	31.8	33.6	-270.1	-270.1
 9: 5: 8	82.9	31.9	33.6	-270.1	-270.1
 9: 5: 9	83.1	31.9	33.6	-270.1	-270.1
 9: 5:10	83.3	31.9	33.6	-270.1	-270.1
 9: 5:11	83.5	31.9	33.7	-270.1	-270.1
 9: 5:12	83.7	31.9	33.7	-270.1	-270.1
 9: 5:13	83.9	31.9	33.7	-270.1	-270.1
 9: 5:14	84.2	31.9	33.7	-270.1	-270.1
 9: 5:15	84.4	31.9	33.8	-270.1	-270.1
 9: 5:16	84.6	31.9	33.8	-270.1	-270.1
 9: 5:17	84.8	31.9	33.8	-270.1	-270.1
 9: 5:18	85	32	33.8	-270.1	-270.1
 9: 5:19	85.2	32	33.8	-270.1	-270.1
 9: 5:20	85.4	32	33.9	-270.1	-270.1
 9: 5:21	85.6	32	33.9	-270.1	-270.1
 9: 5:22	85.8	32	33.9	-270.1	-270.1
 9: 5:23	86	32	33.9	-270.1	-270.1
 9: 5:24	86.2	32	34	-270.1	-270.1
 9: 5:25	86.4	32	34	-270.1	-270.1
 9: 5:26	86.6	32	34	-270.1	-270.1
 9: 5:27	86.8	32	34	-270.1	-270.1
 9: 5:28	87	32.1	34.1	-270.1	-270.1
 9: 5:29	87.2	32.1	34.1	-270.1	-270.1
 9: 5:30	87.4	32.1	34.1	-270.1	-270.1
 9: 5:31	87.6	32.1	34.1	-270.1	-270.1
 9: 5:32	87.8	32.1	34.2	-270.1	-270.1
 9: 5:33	88	32.1	34.2	-270.1	-270.1
 9: 5:34	88.2	32.1	34.2	-270.1	-270.1
 9: 5:35	88.4	32.1	34.2	-270.1	-270.1
 9: 5:36	88.6	32.2	34.2	-270.1	-270.1
 9: 5:37	88.8	32.2	34.2	-270.1	-270.1
 9: 5:38	89	32.2	34.3	-270.1	-270.1
 9: 5:39	89.2	32.2	34.3	-270.1	-270.1
 9: 5:40	89.4	32.2	34.3	-270.1	-270.1
 9: 5:41	89.6	32.2	34.3	-270.1	-270.1
 9: 5:42	89.8	32.3	34.4	-270.1	-270.1
 9: 5:43	90	32.3	34.4	-270.1	-270.1
 9: 5:44	90.2	32.3	34.4	-270.1	-270.1
 9: 5:45	90.4	32.3	34.5	-270.1	-270.1
 9: 5:46	90.6	32.3	34.5	-270.1	-270.1
 9: 5:47	90.8	32.3	34.5	-270.1	-270.1
 9: 5:48	91	32.3	34.5	-270.1	-270.1
 9: 5:50	91.4	32.3	34.6	-270.1	-270.1
 9: 5:52	91.8	32.4	34.6	-270.1	-270.1
 9: 5:54	92.2	32.4	34.7	-270.1	-270.1
 9: 5:55	92.4	32.4	34.7	-270.1	-270.1
 9: 5:56	92.6	32.4	34.7	-270.1	-270.1
 9: 5:57	92.8	32.5	34.8	-270.1	-270.1
 9: 5:58	93	32.5	34.8	-270.1	-270.1
 9: 5:59	93.2	32.5	34.8	-270.1	-270.1
 9: 6: 0	93.4	32.5	34.9	-270.1	-270.1
 9: 6: 1	93.6	32.5	34.9	-270.1	-270.1
 9: 6: 2	93.7	32.5	34.9	-270.1	-270.1
 9: 6: 3	93.7	32.6	34.9	-270.1	-270.1
 9: 6: 4	94	32.6	35	-270.1	-270.1
 9: 6: 5	94.2	32.6	35.1	-270.1	-270.1
 9: 6: 6	94.4	32.6	35.1	-270.1	-270.1
 9: 6: 7	94.5	32.6	35.1	-270.1	-270.1
 9: 6: 8	94.7	32.6	35.1	-270.1	-270.1
 9: 6: 9	94.9	32.6	35.1	-270.1	-270.1
 9: 6:10	95.1	32.6	35.1	-270.1	-270.1
 9: 6:11	95.3	32.7	35.2	-270.1	-270.1
 9: 6:12	95.5	32.7	35.2	-270.1	-270.1
 9: 6:13	95.7	32.7	35.2	-270.1	-270.1
 9: 6:14	95.9	32.7	35.3	-270.1	-270.1
 9: 6:15	96.1	32.7	35.3	-270.1	-270.1
 9: 6:16	96.3	32.7	35.3	-270.1	-270.1
 9: 6:17	96.5	32.7	35.4	-270.1	-270.1
 9: 6:18	96.7	32.8	35.4	-270.1	-270.1
 9: 6:19	96.9	32.8	35.4	-270.1	-270.1
 9: 6:20	97.1	32.8	35.5	-270.1	-270.1
 9: 6:21	97.3	32.8	35.5	-270.1	-270.1
 9: 6:22	97.5	32.8	35.5	-270.1	-270.1
 9: 6:23	97.6	32.8	35.6	-270.1	-270.1
 9: 6:24	97.9	32.9	35.6	-270.1	-270.1
 9: 6:25	98.1	32.9	35.7	-270.1	-270.1
 9: 6:26	98.2	32.9	35.7	-270.1	-270.1
 9: 6:27	98.4	32.9	35.7	-270.1	-270.1
 9: 6:28	98.6	32.9	35.7	-270.1	-270.1
 9: 6:29	98.8	32.9	35.8	-270.1	-270.1
 9: 6:30	99	33	35.8	-270.1	-270.1
 9: 6:31	99.2	33	35.9	-270.1	-270.1
 9: 6:32	99.4	33	35.8	-270.1	-270.1
 9: 6:33	99.5	33	35.9	-270.1	-270.1
 9: 6:34	99.7	33	35.9	-270.1	-270.1
 9: 6:35	99.9	33	35.9	-270.1	-270.1
 9: 6:36	100.2	33.1	36	-270.1	-270.1
 9: 6:37	100.3	33.1	36.1	-270.1	-270.1
 9: 6:38	100.5	33.1	36	-270.1	-270.1
 9: 6:39	100.7	33.1	36.1	-270.1	-270.1
 9: 6:40	100.9	33.2	36.2	-270.1	-270.1
 9: 6:41	101.1	33.2	36.2	-270.1	-270.1
 9: 6:42	101.3	33.2	36.2	-270.1	-270.1
 9: 6:43	101.5	33.3	36.3	-270.1	-270.1
 9: 6:44	101.6	33.3	36.3	-270.1	-270.1
 9: 6:45	101.8	33.3	36.3	-270.1	-270.1
 9: 6:46	102	33.3	36.4	-270.1	-270.1
 9: 6:47	102.2	33.3	36.4	-270.1	-270.1
 9: 6:48	102.4	33.4	36.4	-270.1	-270.1
 9: 6:49	102.6	33.4	36.5	-270.1	-270.1
 9: 6:50	102.8	33.4	36.5	-270.1	-270.1
 9: 6:51	103	33.4	36.5	-270.1	-270.1
 9: 6:52	103.1	33.5	36.6	-270.1	-270.1
 9: 6:53	103.3	33.5	36.6	-270.1	-270.1
 9: 6:54	103.5	33.5	36.6	-270.1	-270.1
 9: 6:55	103.7	33.5	36.7	-270.1	-270.1
 9: 6:56	103.9	33.5	36.7	-270.1	-270.1
 9: 6:57	104.1	33.5	36.7	-270.1	-270.1
 9: 6:58	104.3	33.6	36.8	-270.1	-270.1
 9: 6:59	104.4	33.6	36.8	-270.1	-270.1
 9: 7: 0	104.6	33.6	36.9	-270.1	-270.1
 9: 7: 1	104.8	33.6	36.9	-270.1	-270.1
 9: 7: 2	105	33.7	36.9	-270.1	-270.1
 9: 7: 3	105.2	33.7	37	-270.1	-270.1
 9: 7: 4	105.4	33.7	37	-270.1	-270.1
 9: 7: 5	105.6	33.8	37.1	-270.1	-270.1
 9: 7: 6	105.7	33.8	37.1	-270.1	-270.1
 9: 7: 7	105.9	33.8	37.1	-270.1	-270.1
 9: 7: 8	106.1	33.8	37.2	-270.1	-270.1
 9: 7: 9	106.3	33.9	37.2	-270.1	-270.1
 9: 7:10	106.5	33.9	37.3	-270.1	-270.1
 9: 7:11	106.5	33.9	37.3	-270.1	-270.1
 9: 7:12	106.7	34	37.3	-270.1	-270.1
 9: 7:13	106.8	34	37.4	-270.1	-270.1
 9: 7:14	107	34	37.4	-270.1	-270.1
 9: 7:15	107.2	34	37.5	-270.1	-270.1
 9: 7:16	107.4	34.1	37.5	-270.1	-270.1
 9: 7:17	107.6	34.1	37.5	-270.1	-270.1
 9: 7:18	107.8	34.1	37.6	-270.1	-270.1
 9: 7:19	107.9	34.2	37.6	-270.1	-270.1
 9: 7:20	108.1	34.2	37.7	-270.1	-270.1
 9: 7:21	108.3	34.2	37.7	-270.1	-270.1
 9: 7:22	108.5	34.2	37.7	-270.1	-270.1
 9: 7:23	108.7	34.3	37.8	-270.1	-270.1
 9: 7:24	108.9	34.3	37.8	-270.1	-270.1
 9: 7:25	109	34.3	37.9	-270.1	-270.1
 9: 7:26	109.2	34.4	37.9	-270.1	-270.1
 9: 7:27	109.4	34.4	38	-270.1	-270.1
 9: 7:28	109.6	34.4	38	-270.1	-270.1
 9: 7:29	109.8	34.5	38	-270.1	-270.1
 9: 7:30	110	34.5	38.1	-270.1	-270.1
 9: 7:31	110.2	34.5	38.1	-270.1	-270.1
 9: 7:32	110.3	34.5	38.2	-270.1	-270.1
 9: 7:33	110.5	34.6	38.2	-270.1	-270.1
 9: 7:34	110.7	34.6	38.3	-270.1	-270.1
 9: 7:35	110.9	34.6	38.3	-270.1	-270.1
 9: 7:36	111.1	34.6	38.3	-270.1	-270.1
 9: 7:37	111.3	34.7	38.4	-270.1	-270.1
 9: 7:38	111.5	34.7	38.4	-270.1	-270.1
 9: 7:39	111.7	34.7	38.5	-270.1	-270.1
 9: 7:40	111.8	34.8	38.5	-270.1	-270.1
 9: 7:41	112	34.8	38.6	-270.1	-270.1
 9: 7:42	112.2	34.8	38.6	-270.1	-270.1
 9: 7:43	112.4	34.8	38.7	-270.1	-270.1
 9: 7:44	112.6	34.9	38.7	-270.1	-270.1
 9: 7:45	112.8	34.9	38.8	-270.1	-270.1
 9: 7:46	113	34.9	38.8	-270.1	-270.1
 9: 7:47	113.2	35	38.9	-270.1	-270.1
 9: 7:48	113.4	35	38.9	-270.1	-270.1
 9: 7:49	113.5	35	38.9	-270.1	-270.1
 9: 7:50	113.8	35.1	39.1	-270.1	-270.1
 9: 7:51	114	35.1	39.1	-270.1	-270.1
 9: 7:52	114.2	35.2	39.1	-270.1	-270.1
 9: 7:53	114.4	35.2	39.2	-270.1	-270.1
 9: 7:54	114.5	35.2	39.2	-270.1	-270.1
 9: 7:55	114.7	35.2	39.2	-270.1	-270.1
 9: 7:56	115	35.3	39.2	-270.1	-270.1
 9: 7:57	115.1	35.3	39.4	-270.1	-270.1
 9: 7:58	115.3	35.4	39.4	-270.1	-270.1
 9: 7:59	115.5	35.4	39.4	-270.1	-270.1
 9: 8: 0	115.7	35.4	39.5	-270.1	-270.1
 9: 8: 1	115.9	35.4	39.5	-270.1	-270.1
 9: 8: 2	116.1	35.5	39.6	-270.1	-270.1
 9: 8: 3	116.3	35.5	39.6	-270.1	-270.1
