温度历史数据					
时间	温度0	温度1	温度2	温度3	温度4
10:23:26	413	416.8	402	-270.1	-270.1
10:23:27	413	416.8	402	-270.1	-270.1
10:23:32	413	416.8	402.1	-270.1	-270.1
10:23:33	413	416.8	402.1	-270.1	-270.1
10:23:34	413	416.8	402.1	-270.1	-270.1
10:23:35	413	416.8	402.1	-270.1	-270.1
10:23:36	413.1	416.8	402.1	-270.1	-270.1
10:23:37	413.1	416.9	402.1	-270.1	-270.1
10:23:38	413.1	416.9	402.1	-270.1	-270.1
10:23:39	413.1	416.9	402.2	-270.1	-270.1
10:23:40	413.1	416.9	402.2	-270.1	-270.1
10:23:41	413.1	416.9	402.2	-270.1	-270.1
10:23:42	413.1	416.9	402.2	-270.1	-270.1
10:23:43	413.1	416.9	402.3	-270.1	-270.1
10:23:44	413.1	416.9	402.3	-270.1	-270.1
10:23:45	413.1	416.9	402.3	-270.1	-270.1
10:23:46	413.1	416.9	402.3	-270.1	-270.1
10:23:47	413.1	416.9	402.4	-270.1	-270.1
10:23:48	413.1	416.9	402.3	-270.1	-270.1
10:23:49	413.1	417	402.3	-270.1	-270.1
10:23:50	413.1	417	402.3	-270.1	-270.1
10:23:51	413.1	417	402.4	-270.1	-270.1
10:23:52	413.1	417	402.4	-270.1	-270.1
10:23:53	413.1	417	402.4	-270.1	-270.1
10:23:54	413.1	417	402.4	-270.1	-270.1
10:23:55	413.1	417	402.4	-270.1	-270.1
10:23:56	413.1	417	402.4	-270.1	-270.1
10:23:57	413.1	417	402.5	-270.1	-270.1
10:23:58	413.1	417	402.5	-270.1	-270.1
10:23:59	413.1	417	402.5	-270.1	-270.1
10:24:00	413.1	417.1	402.5	-270.1	-270.1
10:24:01	413.1	417.1	402.5	-270.1	-270.1
10:24:02	413.1	417.1	402.5	-270.1	-270.1
10:24:03	413.1	417.1	402.6	-270.1	-270.1
10:24:04	413.1	417.1	402.6	-270.1	-270.1
10:24:05	413.1	417.1	402.6	-270.1	-270.1
10:24:06	413.1	417.1	402.6	-270.1	-270.1
10:24:07	413.1	417.1	402.6	-270.1	-270.1
10:24:08	413.1	417.1	402.6	-270.1	-270.1
10:24:09	413.1	417.1	402.6	-270.1	-270.1
10:24:10	413.1	417.1	402.6	-270.1	-270.1
10:24:11	413.1	417.1	402.6	-270.1	-270.1
10:24:12	413.1	417.1	402.6	-270.1	-270.1
10:24:13	413.1	417.2	402.6	-270.1	-270.1
10:24:14	413.1	417.2	402.6	-270.1	-270.1
10:24:15	413.1	417.2	402.7	-270.1	-270.1
10:24:16	413.1	417.2	402.7	-270.1	-270.1
10:24:17	413.1	417.2	402.7	-270.1	-270.1
10:24:18	413.1	417.2	402.7	-270.1	-270.1
10:24:19	413.1	417.2	402.7	-270.1	-270.1
10:24:20	413.1	417.2	402.7	-270.1	-270.1
10:24:21	413.1	417.2	402.7	-270.1	-270.1
10:24:22	413.1	417.2	402.7	-270.1	-270.1
10:24:23	413.1	417.2	402.8	-270.1	-270.1
10:24:24	413.1	417.2	402.8	-270.1	-270.1
10:24:25	413.1	417.2	402.8	-270.1	-270.1
10:24:26	413.1	417.2	402.8	-270.1	-270.1
10:24:27	413.1	417.3	402.8	-270.1	-270.1
10:24:28	413.1	417.3	402.8	-270.1	-270.1
10:24:29	413.1	417.3	402.8	-270.1	-270.1
10:24:30	413.1	417.3	402.8	-270.1	-270.1
10:24:31	413.1	417.3	402.8	-270.1	-270.1
10:24:32	413.2	417.3	402.9	-270.1	-270.1
10:24:33	413.2	417.3	402.9	-270.1	-270.1
10:24:34	413.2	417.3	402.9	-270.1	-270.1
10:24:35	413.2	417.3	402.9	-270.1	-270.1
10:24:36	413.2	417.4	402.9	-270.1	-270.1
10:24:37	413.2	417.4	403	-270.1	-270.1
10:24:38	413.2	417.3	403	-270.1	-270.1
10:24:39	413.2	417.3	402.9	-270.1	-270.1
10:24:40	413.2	417.4	403	-270.1	-270.1
10:24:41	413.2	417.4	403	-270.1	-270.1
10:24:42	413.2	417.3	403	-270.1	-270.1
10:24:43	413.2	417.4	403	-270.1	-270.1
10:24:44	413.3	417.4	403	-270.1	-270.1
10:24:45	413.3	417.4	403.1	-270.1	-270.1
10:24:46	413.3	417.4	403.1	-270.1	-270.1
10:24:47	413.3	417.4	403.1	-270.1	-270.1
10:24:48	413.2	417.4	403.1	-270.1	-270.1
10:24:49	413.2	417.4	403.1	-270.1	-270.1
10:24:50	413.2	417.4	403.1	-270.1	-270.1
10:24:51	413.2	417.4	403.1	-270.1	-270.1
10:24:52	413.3	417.4	403.1	-270.1	-270.1
10:24:53	413.3	417.5	403.1	-270.1	-270.1
10:24:54	413.3	417.5	403.1	-270.1	-270.1
10:24:55	413.2	417.5	403.2	-270.1	-270.1
10:24:56	413.2	417.5	403.2	-270.1	-270.1
10:24:57	413.2	417.5	403.2	-270.1	-270.1
10:24:58	413.2	417.5	403.2	-270.1	-270.1
10:24:59	413.2	417.5	403.2	-270.1	-270.1
10:25:00	413.2	417.5	403.2	-270.1	-270.1
10:25:01	413.2	417.5	403.2	-270.1	-270.1
10:25:02	413.2	417.5	403.2	-270.1	-270.1
10:25:03	413.2	417.5	403.3	-270.1	-270.1
10:25:04	413.2	417.5	403.3	-270.1	-270.1
10:25:05	413.2	417.5	403.3	-270.1	-270.1
10:25:06	413.2	417.5	403.3	-270.1	-270.1
10:25:07	413.2	417.5	403.3	-270.1	-270.1
10:25:08	413.2	417.5	403.3	-270.1	-270.1
10:25:09	413.2	417.5	403.3	-270.1	-270.1
10:25:10	413.2	417.5	403.3	-270.1	-270.1
10:25:11	413.2	417.6	403.4	-270.1	-270.1
10:25:12	413.2	417.6	403.4	-270.1	-270.1
10:25:13	413.2	417.6	403.4	-270.1	-270.1
10:25:14	413.2	417.6	403.4	-270.1	-270.1
10:25:15	413.2	417.6	403.4	-270.1	-270.1
10:25:16	413.2	417.6	403.4	-270.1	-270.1
10:25:17	413.2	417.6	403.4	-270.1	-270.1
10:25:18	413.2	417.6	403.4	-270.1	-270.1
10:25:19	413.2	417.6	403.4	-270.1	-270.1
10:25:20	413.2	417.6	403.4	-270.1	-270.1
10:25:21	413.2	417.6	403.4	-270.1	-270.1
10:25:22	413.2	417.6	403.4	-270.1	-270.1
10:25:23	413.2	417.6	403.5	-270.1	-270.1
10:25:24	413.2	417.6	403.5	-270.1	-270.1
10:25:25	413.2	417.7	403.4	-270.1	-270.1
10:25:26	413.2	417.7	403.4	-270.1	-270.1
10:25:27	413.2	417.7	403.4	-270.1	-270.1
