温度历史数据					
时间	温度0	温度1	温度2	温度3	温度4
10:03:16	409.7	398	46.6	-270.1	-270.1
10:03:17	409.7	398	46.6	-270.1	-270.1
10:03:18	409.7	398	46.6	-270.1	-270.1
10:03:19	409.7	398.1	46.6	-270.1	-270.1
10:03:20	409.7	398.1	46.5	-270.1	-270.1
10:03:21	409.7	398.1	46.5	-270.1	-270.1
10:03:22	409.7	398.1	46.5	-270.1	-270.1
10:03:23	409.7	398.1	46.5	-270.1	-270.1
10:03:24	409.7	398.1	46.4	-270.1	-270.1
10:03:25	409.7	398.2	46.5	-270.1	-270.1
10:03:26	409.7	398.2	46.5	-270.1	-270.1
10:03:27	409.7	398.3	46.5	-270.1	-270.1
10:03:28	409.7	398.3	46.5	-270.1	-270.1
10:03:29	409.7	398.3	46.5	-270.1	-270.1
10:03:30	409.7	398.3	46.6	-270.1	-270.1
10:03:31	409.7	398.3	46.7	-270.1	-270.1
10:03:32	409.7	398.4	46.7	-270.1	-270.1
10:03:33	409.7	398.5	46.8	-270.1	-270.1
10:03:34	409.7	398.5	46.8	-270.1	-270.1
10:03:35	409.7	398.5	46.7	-270.1	-270.1
10:03:36	409.7	398.5	46.8	-270.1	-270.1
10:03:37	409.7	398.6	46.8	-270.1	-270.1
10:03:38	409.7	398.6	46.9	-270.1	-270.1
10:03:39	409.7	398.6	46.9	-270.1	-270.1
10:03:40	409.7	398.7	46.9	-270.1	-270.1
10:03:41	409.7	398.6	46.8	-270.1	-270.1
10:03:42	409.7	398.7	46.8	-270.1	-270.1
10:03:43	409.7	398.7	46.8	-270.1	-270.1
10:03:44	409.7	398.7	46.8	-270.1	-270.1
10:03:45	409.7	398.7	46.8	-270.1	-270.1
10:03:46	409.7	398.8	46.8	-270.1	-270.1
10:03:47	409.7	398.8	46.7	-270.1	-270.1
10:03:48	409.7	398.8	46.7	-270.1	-270.1
10:03:49	409.7	398.9	46.7	-270.1	-270.1
10:03:50	409.7	398.9	46.7	-270.1	-270.1
10:03:51	409.7	398.9	46.7	-270.1	-270.1
10:03:52	409.7	399	46.8	-270.1	-270.1
10:03:53	409.7	399	46.8	-270.1	-270.1
10:03:54	409.7	399	46.9	-270.1	-270.1
10:03:55	409.7	399	46.9	-270.1	-270.1
10:03:56	409.7	399	46.9	-270.1	-270.1
10:03:57	409.7	399.1	46.9	-270.1	-270.1
10:03:58	409.7	399.1	46.9	-270.1	-270.1
10:03:59	409.7	399.1	47	-270.1	-270.1
10:04:00	409.7	399.1	46.9	-270.1	-270.1
10:04:01	409.7	399.2	47	-270.1	-270.1
10:04:02	409.7	399.2	47	-270.1	-270.1
10:04:03	409.7	399.2	47.1	-270.1	-270.1
10:04:04	409.7	399.2	47.1	-270.1	-270.1
10:04:05	409.7	399.3	47.1	-270.1	-270.1
10:04:06	409.7	399.3	47.1	-270.1	-270.1
10:04:07	409.7	399.3	47	-270.1	-270.1
10:04:08	409.7	399.3	47	-270.1	-270.1
10:04:09	409.7	399.4	47	-270.1	-270.1
10:04:10	409.7	399.4	47	-270.1	-270.1
10:04:11	409.7	399.4	46.9	-270.1	-270.1
10:04:12	409.7	399.4	46.9	-270.1	-270.1
10:04:13	409.7	399.4	46.9	-270.1	-270.1
10:04:14	409.7	399.5	46.8	-270.1	-270.1
10:04:15	409.7	399.5	46.8	-270.1	-270.1
10:04:16	409.7	399.5	46.7	-270.1	-270.1
10:04:17	409.7	399.5	46.7	-270.1	-270.1
10:04:18	409.7	399.6	46.7	-270.1	-270.1
10:04:19	409.7	399.6	46.7	-270.1	-270.1
10:04:20	409.8	399.6	46.6	-270.1	-270.1
10:04:21	409.8	399.6	46.7	-270.1	-270.1
10:04:22	409.8	399.7	46.7	-270.1	-270.1
10:04:23	409.8	399.7	46.7	-270.1	-270.1
10:04:24	409.8	399.7	46.8	-270.1	-270.1
10:04:25	409.8	399.7	46.8	-270.1	-270.1
10:04:26	409.8	399.8	46.8	-270.1	-270.1
10:04:27	409.8	399.8	46.9	-270.1	-270.1
10:04:28	409.8	399.8	47	-270.1	-270.1
10:04:29	409.8	399.8	47	-270.1	-270.1
10:04:30	409.8	399.9	47	-270.1	-270.1
10:04:31	409.9	399.9	47.1	-270.1	-270.1
10:04:32	409.9	399.9	47.1	-270.1	-270.1
10:04:33	409.9	400	47.1	-270.1	-270.1
10:04:34	409.9	400	47.1	-270.1	-270.1
10:04:35	409.9	400	47.1	-270.1	-270.1
10:04:36	409.9	400	47.1	-270.1	-270.1
10:04:37	409.9	400.1	47.2	-270.1	-270.1
10:04:38	409.9	400.1	47.3	-270.1	-270.1
10:04:39	409.9	400.1	47.3	-270.1	-270.1
10:04:40	409.9	400.1	47.3	-270.1	-270.1
10:04:41	409.9	400.1	47.3	-270.1	-270.1
10:04:42	409.9	400.2	47.3	-270.1	-270.1
10:04:43	409.9	400.2	47.4	-270.1	-270.1
10:04:44	409.9	400.2	47.4	-270.1	-270.1
10:04:45	409.9	400.2	47.4	-270.1	-270.1
10:04:46	409.9	400.3	47.4	-270.1	-270.1
10:04:47	409.9	400.3	47.5	-270.1	-270.1
10:04:48	409.9	400.3	47.5	-270.1	-270.1
10:04:49	409.9	400.3	47.5	-270.1	-270.1
10:04:50	409.9	400.3	47.5	-270.1	-270.1
10:04:51	409.9	400.4	47.5	-270.1	-270.1
10:04:52	409.9	400.4	47.5	-270.1	-270.1
10:04:53	409.9	400.4	47.5	-270.1	-270.1
10:04:54	409.9	400.4	47.4	-270.1	-270.1
10:04:55	409.9	400.5	47.4	-270.1	-270.1
10:04:56	409.9	400.5	47.5	-270.1	-270.1
10:04:57	409.9	400.5	47.5	-270.1	-270.1
10:04:58	409.9	400.6	47.5	-270.1	-270.1
10:04:59	409.9	400.6	47.5	-270.1	-270.1
10:05:00	409.9	400.6	47.5	-270.1	-270.1
10:05:01	409.9	400.6	47.5	-270.1	-270.1
10:05:02	409.9	400.6	47.5	-270.1	-270.1
10:05:03	409.9	400.6	47.6	-270.1	-270.1
10:05:04	409.9	400.7	47.6	-270.1	-270.1
10:05:05	409.9	400.7	47.6	-270.1	-270.1
10:05:06	409.9	400.7	47.7	-270.1	-270.1
10:05:07	409.9	400.7	47.7	-270.1	-270.1
10:05:08	409.9	400.8	47.7	-270.1	-270.1
10:05:09	409.9	400.8	47.7	-270.1	-270.1
10:05:10	409.9	400.8	47.7	-270.1	-270.1
10:05:11	409.9	400.9	47.6	-270.1	-270.1
10:05:12	409.9	400.9	47.7	-270.1	-270.1
10:05:13	409.9	400.9	47.8	-270.1	-270.1
10:05:14	409.9	400.9	47.8	-270.1	-270.1
10:05:15	409.9	400.9	47.7	-270.1	-270.1
10:05:16	409.9	401	47.7	-270.1	-270.1
10:05:17	409.9	401	47.8	-270.1	-270.1
10:05:18	410	401.1	47.7	-270.1	-270.1
10:05:19	409.9	401.1	47.7	-270.1	-270.1
10:05:20	409.9	401.1	47.6	-270.1	-270.1
10:05:21	409.9	401.1	47.6	-270.1	-270.1
10:05:22	410	401.1	47.5	-270.1	-270.1
10:05:23	410	401.2	47.6	-270.1	-270.1
10:05:24	410	401.2	47.6	-270.1	-270.1
10:05:25	410	401.2	47.6	-270.1	-270.1
10:05:26	410	401.2	47.6	-270.1	-270.1
10:05:27	410	401.3	47.6	-270.1	-270.1
10:05:28	409.9	401.3	47.7	-270.1	-270.1
10:05:29	409.9	401.3	47.7	-270.1	-270.1
10:05:30	410	401.3	47.8	-270.1	-270.1
10:05:31	410	401.4	47.8	-270.1	-270.1
10:05:32	410	401.4	47.8	-270.1	-270.1
10:05:33	410	401.4	47.9	-270.1	-270.1
10:05:34	410	401.5	47.9	-270.1	-270.1
10:05:35	410	401.4	47.9	-270.1	-270.1
10:05:36	410	401.5	48	-270.1	-270.1
10:05:37	410	401.5	48.1	-270.1	-270.1
10:05:38	410	401.6	48.2	-270.1	-270.1
10:05:39	410	401.6	48.2	-270.1	-270.1
10:05:40	410	401.6	48.3	-270.1	-270.1
10:05:41	410	401.6	48.3	-270.1	-270.1
10:05:42	410	401.7	48.3	-270.1	-270.1
10:05:43	410	401.7	48.4	-270.1	-270.1
10:05:44	410	401.7	48.4	-270.1	-270.1
10:05:45	410	401.7	48.4	-270.1	-270.1
10:05:46	409.9	401.7	48.4	-270.1	-270.1
10:05:47	410	401.8	48.5	-270.1	-270.1
10:05:48	410	401.8	48.5	-270.1	-270.1
10:05:49	410	401.9	48.5	-270.1	-270.1
10:05:50	410	401.9	48.4	-270.1	-270.1
10:05:51	410	401.9	48.3	-270.1	-270.1
10:05:52	410	401.9	48.2	-270.1	-270.1
10:05:53	410	402	48.3	-270.1	-270.1
10:05:54	410	402	48.2	-270.1	-270.1
10:05:55	410	402	48.2	-270.1	-270.1
10:05:56	410	402	48.2	-270.1	-270.1
10:05:57	410	402	48.2	-270.1	-270.1
10:05:58	410	402.1	48.2	-270.1	-270.1
10:05:59	410	402.2	48.2	-270.1	-270.1
10:06:00	410	402.2	48.2	-270.1	-270.1
10:06:01	410	402.2	48.2	-270.1	-270.1
10:06:02	410	402.3	48.1	-270.1	-270.1
10:06:03	410.1	402.3	48.2	-270.1	-270.1
10:06:04	410.1	402.3	48.3	-270.1	-270.1
10:06:05	410.1	402.3	48.4	-270.1	-270.1
10:06:06	410.1	402.4	48.3	-270.1	-270.1
10:06:07	410.1	402.4	48.1	-270.1	-270.1
10:06:08	410.1	402.4	47.9	-270.1	-270.1
10:06:09	410.1	402.4	47.6	-270.1	-270.1
10:06:10	410.1	402.5	47.4	-270.1	-270.1
10:06:11	410.1	402.5	47.2	-270.1	-270.1
10:06:12	410.1	402.5	47.1	-270.1	-270.1
10:06:13	410.1	402.6	47.1	-270.1	-270.1
10:06:14	410.1	402.6	46.9	-270.1	-270.1
10:06:15	410.1	402.6	46.8	-270.1	-270.1
10:06:16	410.1	402.7	46.7	-270.1	-270.1
10:06:17	410.1	402.7	46.5	-270.1	-270.1
10:06:18	410.1	402.7	46.4	-270.1	-270.1
10:06:19	410.1	402.7	46.3	-270.1	-270.1
10:06:20	410.1	402.8	46.2	-270.1	-270.1
10:06:21	410.1	402.8	46	-270.1	-270.1
10:06:22	410.1	402.8	45.8	-270.1	-270.1
10:06:23	410.1	402.8	45.8	-270.1	-270.1
10:06:24	410.1	402.9	45.8	-270.1	-270.1
10:06:25	410.1	402.9	45.9	-270.1	-270.1
10:06:26	410.1	402.9	46	-270.1	-270.1
10:06:27	410.1	402.9	46	-270.1	-270.1
10:06:28	410.1	403	46.1	-270.1	-270.1
10:06:29	410.1	403	46.1	-270.1	-270.1
10:06:30	410.1	403	46.1	-270.1	-270.1
10:06:31	410.1	403.1	46.1	-270.1	-270.1
10:06:32	410.1	403.1	46.1	-270.1	-270.1
10:06:33	410.1	403.1	46.1	-270.1	-270.1
10:06:34	410.1	403.1	46.1	-270.1	-270.1
10:06:35	410.1	403.2	46.1	-270.1	-270.1
10:06:36	410.1	403.2	46.1	-270.1	-270.1
10:06:37	410.1	403.2	46.1	-270.1	-270.1
10:06:38	410.1	403.3	46.1	-270.1	-270.1
10:06:39	410.1	403.3	46.1	-270.1	-270.1
10:06:40	410.1	403.3	46.2	-270.1	-270.1
10:06:41	410.1	403.4	46.3	-270.1	-270.1
10:06:42	410.2	403.4	46.4	-270.1	-270.1
10:06:43	410.1	403.4	46.6	-270.1	-270.1
10:06:44	410.2	403.4	46.9	-270.1	-270.1
10:06:45	410.2	403.5	47.4	-270.1	-270.1
10:06:46	410.2	403.6	48	-270.1	-270.1
10:06:47	410.3	403.6	48.6	-270.1	-270.1
10:06:48	410.3	403.6	49.1	-270.1	-270.1
10:06:49	410.3	403.7	49.5	-270.1	-270.1
10:06:50	410.3	403.7	50	-270.1	-270.1
10:06:51	410.3	403.7	50.7	-270.1	-270.1
10:06:52	410.3	403.7	51.9	-270.1	-270.1
10:06:53	410.3	403.8	53	-270.1	-270.1
10:06:54	410.3	403.8	54.4	-270.1	-270.1
10:06:55	410.4	403.8	55.9	-270.1	-270.1
10:06:56	410.4	403.9	58	-270.1	-270.1
10:06:57	410.4	403.9	60.5	-270.1	-270.1
10:06:58	410.4	403.9	63.5	-270.1	-270.1
10:06:59	410.4	403.9	66.9	-270.1	-270.1
10:07:00	410.4	404	70.6	-270.1	-270.1
10:07:01	410.4	404	74.6	-270.1	-270.1
10:07:02	410.4	404	78.9	-270.1	-270.1
10:07:03	410.4	404.1	83.5	-270.1	-270.1
10:07:04	410.4	404.1	88.5	-270.1	-270.1
10:07:05	410.3	404.1	93.7	-270.1	-270.1
10:07:06	410.3	404.1	99.1	-270.1	-270.1
10:07:07	410.3	404.2	104.6	-270.1	-270.1
10:07:08	410.3	404.2	110.1	-270.1	-270.1
10:07:09	410.3	404.3	115.5	-270.1	-270.1
10:07:10	410.3	404.3	120.8	-270.1	-270.1
10:07:11	410.2	404.2	125.7	-270.1	-270.1
10:07:12	410.1	404.3	130.5	-270.1	-270.1
10:07:13	410.1	404.3	135	-270.1	-270.1
10:07:14	410.1	404.3	139.2	-270.1	-270.1
10:07:15	410.1	404.4	143.3	-270.1	-270.1
10:07:16	410.1	404.4	147.2	-270.1	-270.1
10:07:17	410.1	404.4	151	-270.1	-270.1
10:07:18	410.1	404.5	154.7	-270.1	-270.1
10:07:19	410	404.4	158.4	-270.1	-270.1
10:07:20	410	404.4	158.4	-270.1	-270.1
10:07:21	410	404.5	162	-270.1	-270.1
10:07:22	410	404.6	165.7	-270.1	-270.1
10:07:23	410	404.6	169.3	-270.1	-270.1
